Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
HiResCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
GradCAMElementWise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
GradCAMPlusPlus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
XGradCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
AblationCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
ScoreCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
EigenCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
EigenGradCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
LayerCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
FullGrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
KPCA_CAM,0.1926020383834839,1.0758638381958008e-05,0.0,0.0,1.3722753e-08,0.0,0.0,0.0,0.0,nan,nan,Accepted
FEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
ShapleyCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
FinerCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,Accepted
